review,sentiment
"Another stinker from the PM Entertainment group, and thankfully one of their last.<br /><br />'Firetrap' is effectively a very low budgeted remake of 'The Towering Inferno' I don't mind Low budget B Movies as long as some effort is put into them - there is no effort whatsoever in 'Firetrap' is stars Dean'Superman'Cain, who is an absolutely terrible actor, seriously he has all the acting abilities of a porn star, but he turns out to be the best actor here and that's saying something, the rest are just a bunch of no hopers given the boot from various daytime soaps. The special FX are just rubbish, shots showing the burning building from the ground are among the worst I've ever seen, the fire looks like someone scribbled an orange pen at the front of the camera. on top of that there is not one character you actually root for - you hate everyone and hope they all die well before the 90 minutes are up.<br /><br />The script is embarrassing - The red herring's are signposted well in advance, someone else has mentioned this but 'The scene where the janitor fights off a blazing fire engulfing the building with his broom....hilarious, or same janitor going into a room marked 'Hazardous Material', Were these scenes supposed to be tongue-in-cheek? somehow I doubt it<br /><br />The one good point and only one good point was there was a fair bit of action in amongst the daytime soap dramatics which kept my attention, but so little care was given to everything in the film, I can't recommend it - Watch 'The Towering Inferno' instead<br /><br />3/10",negative
"This comment is meant mainly as a warning to the people who might be attracted to the title by its (temporarily)high user rating which I find frankly puzzling. The reasons why I didn't like this title are following:<br /><br />1. The directer must have had some doubts whether to make a Jackie-Chan-type of a flick or a dark Oedipian tragedy. As a result, in terms of genre, the film falls between two stools, as the tragic and comic elements clash and cancel out each other rather than make a harmonious whole.<br /><br />2. The characters' motives and behaviors are incoherent and unconvincing. Psychological truth and logic are sadly missing.<br /><br />3. Absurd casting. I don't blame the actors, for it is a hard thing to create a convincing character by acting alone, if there is scarce logic in the script. However, why is there an apparent age difference of about 15 years between the leading two actors, whose ages in the film can't differ by more than 3-4?<br /><br />4. To me the film was poor entertainment primarily because of point 2. If you can't find a character you could sympathize with it is hard to follow the story with interest. When you finally learn the reason of what happened to the main protagonist, it turns out to make no sense.<br /><br />5. Some films apart from being entertaining are also thought-provoking. Having seen this film, I began to wonder whether the thought the director tried to provoke was not that incestuous relationships could be perfectly wholesome and delightful. I cannot put any other construction on the ending. <br /><br />6. The film is rife with totally unnecessary violence. Violence in a film (and elsewhere) is a good thing, if it serves an important and worthy purpose. Purposes can be different and I don't want to enter into this broad subject. Let me just say I don't object to violence in such films as ""Saving Private Ryan"", ""The Passion of the Christ"" or ""The Pulp Fiction"". In ""Oldboy"" the scenes of torture and suffering are prolonged and graphic (or aural). What for? I do not know. Personally, I don't derive any satisfaction from watching teeth being extracted with a hammer or hear a man cut off his tongue with scissors and then see him choking on his own blood etc. etc. <br /><br />7. The film reminds me a little of Japanese porno mangas in its fixation on incest and young Asian girls' panties, urinating and the like. It appears there is a minority who actually enjoy this kind of thing. If you're one of them, you might find this film enjoyable.<br /><br />In short, I do not recommend this film either as entertainment or ""food for thought"". Where it isn't silly, it is disgusting. Don't waste your time.",negative
"Dr. McCoy and Mr. Spock find themselves trapped in a planet's past Ice Age, while Capt. Kirk is in the same planet's colonial period. However, it's the former pair that has the most trying time. Besides the freezing temperatures and sanctuary to be found only in caves, there is a third inhabitant, the beautiful and so sexy Zarabeth (Mariette Hartley). As Spock spends more time in this era, he slowly begins to revert to the behavioral patterns of his ancestors, feeling a natural attraction to Zarabeth and throwing ""caution to the wind"" about ever leaving this place. Only with Dr. McCoy's constant ""reminders"" does Spock hold on to some grasp of reality.<br /><br />This stand as one of the few times when the character gets to show some ""emotion"" and Nimoy (Spock) plays it to the hilt, coming close to knocking the bejesus out of Deforest Kelly (McCoy). Surprising to previous installment, Captain Kirk (William Shatner) wasn't allowed to get the girl, another plus for this one.<br /><br />Perennial ""old man"" Ian Wolfe assays the role of ""Mr. Atoz,"" the librarian responsible for sending the trio into the past.",positive
"Now I had the pleasure of first viewing Contaminated Man when it premiered on TV back in December of 2000.<br /><br />An infectious disease expert (William Hurt) looses his family when an unknown disease enters his home and kills them. Now some years later he is now in Russia or someplace. I'm not sure where exactly, all I know is it takes place somewhere in that area. Anyway, because of budget cutbacks at an infectious disease laboratory, they are forced to lay off most of their workers. One of them, a disgruntled security guard named Joseph Muller (played Peter Weller, best known for his role as the indestructible Robocop) goes in there and demands that they give him his job back. He needs this job because he is divorced and he needs it to pay child support. So he goes in there, a fight breaks out, and some things get knocked over, dangerous things. It's soon discovered that Muller has been infected with a deadly pathogen. In fact it's so deadly, one drop of his blood will kill a person in matter of seconds. Soon word gets out and the disease expert (Hurt) is called in to investigate and he later teamed up with an American reporter. Now Muller is determined to get home to see his wife and son and will stop at nothing even if he has to infect the entire Russian population.<br /><br />Now as I said before this film is a lot like Falling Down. We have a disturbed person (Weller here, Michael Douglas in Falling Down) who will stop at nothing to accomplish there goal even if they have to kill a few people in the process. Next we have a hero-type person (Hurt here, Robert Duvall in Falling Down) who is both sympathetic and determined to stop the antagonist.<br /><br />Contaminated Man is in fact a very good film with a good story line and some very good performances.<br /><br />8/10",positive
"No, no, no, no, no, no, NO! This is not a film, this is an excuse to show people dancing. This is just not good. Even the dancing is slow and not half as entertaining as the mediocre 'Dirty Dancing', let alone any other good dance movie.<br /><br />Is it a love story? Is it a musical? Is it a drama? Is it a comedy? It's not that this movie is a bit of all, it's that this movie fails at everything it attempts to be. The film turns out to be even more meaningless as the film progresses.<br /><br />Acting is terrible from all sides, the screenplay is definitely trying to tell us something about relationship but fails miserably.<br /><br />WATCH FOR THE MOMENT - When Patrick Stewart enters the scene and you think the film might get better as he brightens up the dull atmosphere. For a second.",negative
"Unlike the other spaghetti Westerns, this one has characters that almost make sense, and can be identified to some degree. It still has the goofy gunplay of other spaghettis Westerns. A spaghetti, by the way, is another word for a Western with no plot, no characters you can care about, and goofy gunplay that doesn't make a bit of sense for the era, and relying on great music to make audiences feel something. This one is more lighthearted, like the ones that Bud Spencer and Terence Hill made together. They, too, were superior to the junk made by Eastwood and others, which sado-masochists make their friends watch, if they get a chance. It looks like everyone had a lot of fun making the movie, too. It was good to see a giant actor like Gilbert Roland, who wasn't even mentioned on the movie rental box, yet who was clearly the biggest name. His character was very enjoyable. There is a three way standoff at the end, which is much superior to the one it spoofs (The Good the Bad and the Ugly), simply because the characters are at least a bit likable and a bit identifiable. Not a good movie, but has a bit of fun to it.",negative
"I don't know why they even kept the name. How they could call the series 'The Scarlet Pimpernel' after they deviated from the novels so much, I wouldn't have a clue. The character names are the only things they kept, and even then they changed a few of those, and mixed them up, and changed Percy's relationships with them. Admittedly, I only watched about two hours at the most of it, but that was enough for me to realize that the series was nothing like Baroness Orzcy had portrayed her characters, and probably would have been rolling around in her grave when it was filming and airing. Poor lady. I hope that when the next person wants to make a movie/series of the book they don't ruin it as completely as this series did.",negative
"I gave this movie a four-star rating for a few reasons. First, I felt that this movie was definitely preaching and I hate that. Still, it's my own fault for watching a Christian movie in the first place.<br /><br />My friend and I rented this movie because it sounded interesting. The back of the case said something along the lines of a spiritual battle, someone opening some sort of boundary that let demons into our world and the like. Something I am very interested in, indeed. This movie almost hit the target. It was more like on the edge of the target, more on the tree than the target itself...<br /><br />The basic plot of this movie is two couples are abducted by a group of terrorists to be victim to experiments. However, because their experimental serum is derived from the research of a scientist who claimed to be able to bridge the gap between the physical and the spiritual realms, the men of the couples are now able to feel, smell, hear, and see the demons of the spiritual world. In that order. Apparently the sense of taste is not present in that realm.<br /><br />This movie is very clichéd. They took the title seriously as the men, while chained to the beds, demand their women look behind them because there is something there.<br /><br />Although a good effort for what it was, I think the special effects could have been done so much better. The demon scratching at the woman was, in a word, hilarious. The wife was obnoxious as hell and everyone in the room practically cheered when she died. We were all hoping she'd be beaten by the other woman with the chair, though.<br /><br />The message is one that I don't care to comment on, other than I think the Christian filmmakers should have found a better medium for it.<br /><br />And so I give it four stars because it is not the movie's fault I am not a Christian and don't like this type of message, and I got a kick out of making comments throughout. My friend and I watching this movie seemed to resemble an episode of MST3K.",negative
"Cameron Mitchell plays an actor who is dating a young actress who used to date the head of a movie studio (she's too young for both of them!). At a party, when he's lighting his cigarette, the studio boss throws a high alcohol content drink in his face, and he catches fire. In the hospital, his face is entirely bandaged and he still lights up a cigarette! He becomes the resident sculptor of the Movieland Wax Museum and Palace, where he also lights up cigarettes!<br /><br />Mitchell recovers, more or less, having really poorly done burn makeup on one side of his face that looks like gray spackle and tape, and an eyepatch. When Mitchell isn't smoking, he's killing people. Well, he only kills people sometimes, since he prefers to inject them with something that puts them in a sort of waxy coma. If he doesn't administer it regularly (and he never seems to remember), they start to move again a little, although they're in a sort of hypnotic zombie state. Not all his sculptures are people, though. He evidently does have talent as a sculptor.<br /><br />The ending, which seemed to have been struck from a much poorer print than the rest of the movie, is really absurd. They seemed not to know what to do, and went back to the title for an idea. Apart from the oddly grainy final shots, the rest of the movie is in fairly good shape, except for the audio in some scenes which sounds like it was run through a blown speaker. Definitely not one of the better wax museum movies.",negative
"If you would like to see a film of different kind, if you feel the Love in your heart, even if you miss the Lord, this film makes you think. Although Georges is mentally handicapped, you can see the ultimate intelligence at the end, when love gives you directions not the brain. I am not emotional, but this film makes you feel the human being. The film is as good as Forrest Gump in my belief. The foreign movies are sometimes more interesting, yet there is not enough advertisement to make them popular. ""Rang-e khoda"" (The Color of The God) by Majid Majidi is another example of such foreign movies, almost with similar taste.",positive
"When I started watching this, I instantly noticed that I couldn't understand what anyone was saying. I turned up the volume. With background noises now booming out, I could hear the voices. Just what are the actors saying? Is the movie not dubbed? Are they speaking Spanish? After some confusion, I realize that it was English. At least, I think so... The Amazing Jess Franco has placed the microphones too far away from the actors. As a result, we cannot completely hear what they are saying. He's done this before. But maybe this is Mr. Franco's intention? By not knowing what people are saying, we are thrown into some mystery about what is going on, and are left with more visual clues... Maybe it's just me, but I would have liked to know what was going on! How about a few hints? The basic premise (I refuse to call it a ""plot"") concerns a young American exotic dancer named Paula (played by Amber Newman) who has a boyfriend who gets her invited to a small island owned by some sleazy rich people. It is somewhere off the coast of Spain. For this visit, a large cash payment is promised to Paula, which the boyfriend gets. He then escapes from the island, only to return later. Why? Pay close attention to the scene where the boyfriend opens Paula's US passport. Though his hand tried to cover it up, you can see the actress' REAL name, Amber Newman, printed below the photo on the bottom of the passport!! Anyway, back to the ""story"": There are some other sleazy, rich, beautiful characters visiting the island, all with ambiguous motives. We witness sadistic games (are they real or fake?) and unappealing dining scenes. But the food must be good, as a phony French chef prepared it! There is a young woman servant who runs around naked and never speaks. Is she really mute? And do we care? Of course all the women are mostly naked throughout this film... Oh well, we can at least be thankful that the (50+ and overweight) men remain clothed! In addition to the abysmal sound quality, what I have always marveled at about Jess Franco is his amazing ability to film beautiful naked women in such a way that leaves the viewer completely turned off. This film is no exception  I needed fresh air after watching it! <br /><br />In conclusion: I am happy to report that regardless of what Mr. Franco can dream up, I am still attracted to women.",negative
"See Three Colors: Blue and Three Colors: White. They are both wonderful films and will give an added dimension to the finale Three Colors: Red. Red is a fantastic film. It can be enjoyed in a single viewing, and indeed, the climax of the film is very powerful in that first viewing. But, watch it again. Once you understand the use of symbolism and character parallels in this movie, you will see new things with each viewing. With the first viewing you understand that the film is the work of a brilliant mind. With each additional viewing, you find yourself discovering that it is, in fact, a work of genius. Red is meant to symbolize fraternity in the French flag. The story turns the theme of fraternity around to be viewed at angles one would never suspect. The facets of fraternity shared by the different characters is as deep as you care to peer. If you are used to the blatant ""symbolism"" in most mass films, you may find Red a bit slow. You may find yourself looking at a screen filled with intensity that you do not fathom... and yawning, wonder what all the excitement is about. This is not a mindless, vicarious experience. Everything is not explained to you. You must think as you watch. You must see... not simply look. Wonderful movie... one meant to be enjoyed by a wonderful moviegoer.",positive
"If you lived through the 60s, this film can be at times painful and other times quite joyous. It's all there but the small print in the counter culture tabloids prevalent at the time. These are the roots of a social revolution that is still playing out: ""don't speak too soon for the wheel's still in spin, for the times they are a-changin'"". While the film focuses on the revolutionary nature of LSD and it's dissemination at the time, that alone played a tremendous hand in the evolution of the intelligentsia, influencing engineers, scientists and aiding in the hyper-development of computer related activities. A salute to the filmmakers from one who was there - you've captured the era better than I've seen before.",positive
"breathtaking, this is without doubt the best anime cartoon ever made. i first saw castle in the sky in the late 80s as a child and it left a lasting impression. years went by and i forgot the title of the film, and only by chance browsing on the internet i found this masterpiece again. after reading other peoples reviews and analysis I'm not surprised it has such acclaim and touched so many because it does leave an impression. a true fantasy adventure, a must see for all children and adults. its best not giving the story away so i would say watch this movie will a clear and open mind. if you have kids treat them to this i promise you they will love it. there's not much to say about this piece of art but if you've not seen it watch it and enjoy.",positive
"There must have been some interesting conversations on the set of Eagle's Wing, with Martin Sheen straight off Apocalypse Now co-starred with the actor he replaced on Coppola's film, Harvey Keitel. A real unloved child of a movie, dating back to the last major batch of Westerns in 1979-80, it was much reviled at the time for being made by a British studio and director (conveniently ignoring the fact that many of the classic American westerns were directed by European émigrés), which seems a bit of an over-reaction.<br /><br />The plot is simplicity itself, as Martin Sheen's inexperienced trapper finds himself fighting with Sam Waterston's nonosyllabic Kiowa warrior over the possession of a beautiful white horse, the Eagle's Wing, across a harsh and primitive landscape in a time ""before the legends began."" Aside from Caroline Langrishe's captive Irish governess, the supporting cast have little to do (Stephane Audran never even gets to open her mouth) and it is a little slow, but Anthony Harvey's film does boast terrific Scope photography from Billy Williams and a good score from Marc Wilkinson.",positive
"You can tell that this is the first offering by the Director (who also wrote it), but you can also see the potential this guy has. This is an obviously low budget film in the spirit of Boondock Saints. Of course, Boondock Saints came out a few years after this, so you could look at this as a diamond in need of some polish. The acting was good - if you're looking for DeNiro or Michael Madsen in a crime drama, remember that these are young guys, playing young guys trying to be criminals. They're not going to be ""supercool"" (tm) like some of the veterans. I would have love to have seen Justin Pagel (Joe - the main character) go on to make more movies - he was great in this. Good movie - 3 stars out of 5.",positive
"Don't Change Your Husband is, on the one hand, the beginning of a series of lightweight marital comedies from Cecil B. DeMille. On the other it is his first picture to star Gloria Swanson, probably the greatest actress of the silent era, and is the film which made her a star.<br /><br />Although the old DeMille formula was beginning to change, and his films were becoming wordier and less purely visual, with such an expressive performer as Swanson we regain much of that silent storytelling style. Her character does very little, but conveys volumes through subtle gesture and facial expression  with a particular talent for looks of disdain. In real life Swanson was herself coming towards the end of her disastrous marriage to Wallace Beery, and it's possible that this fact fuelled her convincing performance.<br /><br />As if to best complement his leading lady's talents, DeMille's use of framing and close-ups is particularly strong here. He uses cinematic technique to show off the acting  often holding Swanson in lengthy close-ups at key moments  and also to clarify the story visually. For example, when we are introduced to the character of Toodles, she is shown reflected three times in a dressing table mirror. Her character disappears from the story, only to become important towards the end. That attention-grabbing first shot of her helps us remember who she was. Later, at the anniversary dinner, Swanson and future husband number two Lew Cody are framed together in one shot, while Elliot Dexter is isolated in his own frame. Also  and this is a sign of the increasing sophistication of cinema in general  there is much use of reaction shots  for example the disapproving glance of the bishop when Cody acts out his intentions with the wedding figure dolls.<br /><br />In contrast to DeMille's visual narrative method was the increasingly verbose screen writing of his collaborator Jeanie Macpherson. As I've remarked in several other comments, Macpherson could put together a strong and dramatic story, but like DeMille she tended to state her themes in a somewhat pretentious and flamboyant style. And so we get these very long quasi-philosophical title cards about the pitfalls of married life which, if they improve the story at all, it is only because they are unintentionally funny. For example, only Jeanie Macpherson could come up with a line like ""Fate sometimes lurks in Christmas shopping"". Fortunately though in this picture these titles mostly introduce scenes rather than break them up.<br /><br />Although the pictures he made around this time tended to be small scale, it is at this point that DeMille seemed to develop his taste for the spectacular. You can see him start to sneak in excuses for a bit of razzmatazz like the little fantasy scenes of Swanson being showered with ""Pleasure, wealth and love"". It wouldn't be until the early twenties after the unofficial embargo on historical pictures was lifted that he would get the chance to go all out with the grand spectacle.<br /><br />All in all, Don't Change Your Husband is a fairly decent DeMille silent picture, although to be honest it is only really the presence Gloria Swanson that lifts it above the average. It's curious though that this is supposedly a comedy, and Swanson was cast at least in part because of her background at Mack Sennett's slapstick factory. She hated comedy acting, and here gives a dramatic rather than a comic performance. It makes sense then that the only straight drama she did with DeMille, Male and Female, was by far the strongest of their collaborations.",positive
"""RVAM""'s reputation preceded it. I first heard of it in one of those Medved style movie books, ""The 50 Worst Movies Ever"" or ""The Golden Turkey Awards"", or something like that. Every review of the film basically said that this movie was so bad that it would make you bleed from the eyes to watch it. So when the Exposed Film Society finally got around to showing it, I was anticipating the kind of cathartic experience that only a true cinematic stinker can provide. <br /><br />However, ""Robot"" wasn't really all that bad. <br /><br />Oh, this is definitely a ""Z"" film through and through. Some of the voice dubbing (as is usually the case for K. Gordon Murray imports) is awfully cheesy, and the movie itself seems to be structurally something of a Frankenstein, since a huge chunk of it seems to be footage from a previous ""Aztec Mummy"" movie, narrated with a voice-over by the leading man. A dead giveaway: anytime the question ""Then what happened?"" is asked more than twice in the dialog, you are looking at reassembled footage put together with little regard for plot coherence or momentum. In RVAM, ""Then what happened?"" or ""What happened then?"" is uttered at least four times in the 1st hour. <br /><br />Even without the structural problems, the plot and dialog don't translate well to an older American audience. For instance, as the hero explains (and explains and explains) the back-story. he includes a remark about Doctor Krupp, ""a doctor who suddenly turned into an evil master criminal"" and began his quest for the treasure that the Aztec mummy guards. No background, no explanation, he just ""suddenly turned evil"". Obviously, this was aimed at a pretty undiscriminating audience. <br /><br />The clincher, though, is the ""Robot"", the supposed ""showcase"" of this movie. This Robot is the worst robot special effect since ""Undersea Kingdom"" or even ""Santa Claus Vs. The Martians"". Compared to this hunk of junk, the Tin Man from the ""Wizard Of Oz"" looked like the Terminator chassis that chased Linda Connor through the foundry in T2. The Aztec Mummy himself is well designed and executed; he's recognizably undead, familiar enough to look like a mummy, and yet distinct from the ""Boris Karloff"" bandage collection familiar to most American audiences. But whoever designed the Robot in this followup had no feel for the concept...or no budget. They could at least have given him some knees, for heaven's sake. <br /><br />In addition, the titular battle is terribly executed and lasts less than 60 seconds. (I've seen shoving matches on junior high playgrounds that are more convincing.) Then the movie basically just stops. That seems a bit of a rip off considering the amount of time the movie spends building up to the battle itself.<br /><br />In spite of all these problems, the movie isn't horrible or incompetent the way a Coleman Francis film or a Larry Buchanan film was. Compared to ""Monster A-Go-Go"" or ""Attack of The Eye Creatures"", ""RVTAM"" is like a Coppola film. It's just kind of dull and boring and silly. The actors are competent (in a mannered B movie way) and reasonably photogenic; Dr. Krupp, in particular seems to be having a wonderful time as he leers and plots and capers about in his cape and ""Phantom Of the Opera"" suit. I often found myself rooting for him, in spite of his being the villain. <br /><br />Anyway, I've seen much, much worse. File this with ""Samson Vs The Vampire Women"", under ""interesting Mexican juvenile oddities"".",negative
"Drones, ethnic drumming, bad synthesizer piping, children singing. The most patronizing ""world music"" imaginable. This is a tourist film, and a lousy one. What really kills it is the incoherent sequences. India, Egypt, South America, Africa, etc, etc. No transitions, no visual explanation of why we're suddenly ten thousand miles away, no ideas expressed in images. Just a bunch of footage of third-worlders with ""baskets on their heads"" as another reviewer said. Walking along endlessly as if that had some deep meaning. If these guys wanted to make a 3rd World music video, all they had to do was head a few hundred miles south of where the best parts of Koya were shot, and film in Mexico. That would have been a much better setting for ""life in transformation.""<br /><br />But no. What they decided on was a scrambled tourist itinerary covering half the globe and mind-deadeningly overcranked filter shots. The only thing to recommend this film is that it doesn't suck quite as much as Naqoyqatsi.<br /><br />RstJ",negative
"... It even beats the nasty ""raw"". Almost twenty years old is this show and still I laughed VERY MUCH when I was watching it last night. It shows Eddie Murphy dressed in tight red clothes(Old School)and he jokes with everything from celebertis to his family. He was only 22-years old then and this is a must-see!<br /><br />8/10",positive
"Monster is a mind numbingly awful movie about an evil American concrete factory (are there any else in Hollywood?) polluting the waters of the small Colombian town of Chimayo somehow creating a catfish-like beast with a predilection for lamb and loose women. James Mitchum is Bill Travis the man who is sent down to Chimayo by his foul-mouthed boss Barnes who himself can't keep his hands off of his secretary's rear to get to the bottom (pun intended) of the story. While in Chimayo Bill must contend with an annoying reporter who apparently broadcasts all of her stories in perfect English directly back to America. I guess in the seventies there was a market for news from small South American towns. There is also a radical named Sanchez that wishes to sabotage the factory for polluting the water which, by the way, also supplies the town with jobs for the locals, but why let cold hearted economics get in the way of touchy-feely enviro-marxism. Pete the factory boss is unwittingly aided by the monster when he has sex with his ex-girlfriend on the beach, tells her that he is seeing the mayor's daughter Juanita and it's over between them, then she is promptly eaten that night. A little side action without the evidence. My hat is off to you Sir. John Carradine rounds out the cast as a priest that believes the monster is sent by God to punish sinners. You can see the contempt he has for being in this movie in his face. Might as well filmed him running to the local currency exchange to see if his check didn't bounce.<br /><br />Supposedly based on a true story, so much so they say it twice in the opening credits, this film is awful on all fronts. Filming began in 1971 and was abandoned until eight years later when Kenneth Hartford put his foot on the throat of Monster by adding his two annoying children as new characters, even putting his daughter, Andrea in top billing with Mitchum and Carradine. The sound quality is nonexistent and most of the scenes seem as if someone smeared tar over the camera before filming. This is made even more tedious during the many scenes done at night. The monster itself is laughable as it rears its ugly rubbery head for the anticlimactic ending. James Mitchum along with his brother Chris are proof that nepotism in the acting industry needs to be curtailed. Utterly unwatchable dreck. Shame on you John Carradine.",negative
"Casting aside many of the favorable comments that have obviously come from friends and/or relatives that pepper this and many other low budget independents listed on IMDb, one is lost when it comes to using these reviews as an accurate gauge. So eventually you have to go out and rent the flick just to see for yourself. One of the first things you must understand are the catch phrases that camouflage the reality of the movie. In this case the term ""dark psychological thriller."" Read: ""hack writer/director who thinks he's an auteur, who replaces plot, story, and action, with what he believes is a deep insight into the human soul. His great insight? Festering and repressed childhood traumas emerge to wreck havoc when we become adults. Wow, I bet Freud would be really impressed! Too many would be film makers like Kallio, who were raised on low budget horror flicks of the last few decades, fail to dig their own fresh grave. Instead, they fall into the pre-dug graves of the many other directors that came before them. They are content with rehashing old and tired horror clichés that they borrowed from a dozen or more films. The result is an unoriginal, uninspired, unbelievable waste of film stock.",negative
"First off, I absolutely loved this movie. As a Billy Crystal fan, I must say that I was expecting more comedic situations than I actually got. However, it was nice to see him in a role with more depth and emotion. His portrayal of talent agent Sammy was brilliantly performed and uniquely him. In addition, Gheorghe Muresan (as Maximus) was superb in his first film role. When Sammy goes to Romania to visit his client on location he has his world turned upside down. He never expected that he would accidentally find the one person who could change his life. Sammy and Max's journey is unique and moving, and even humorous at times. Plus, the location in Czech Republic where parts of the film were shot, was absolutely beautiful. I have to say, this dramatic comedy had me feeling a variety of emotions. I thought it was excellent and I would recommend it to anyone and everyone.",positive
"At first glance this documentary/fiction/cartoon is quite entertaining and thought provoking. Of course, when something provokes thought, it can then be scrutinized. The reality is this movie combines metaphysics with innuendo and baseless conclusions. The link that ""What the Bleep..."" would have you see between science and spirituality is, in fact, not rooted in science at all. The Transcendental Meditation study mentioned in the film claims that meditation by a group can reduce crime in a given area, Washington D.C. in this case. In reality the HRA (Homicides, Rapes, and Assaults) crime rate was about 30% higher in 1993 than the average crime rate between 19881992. There was absolutely no decrease in the homicide rate during the study. In fact, each and every claim that links metaphysics to science can and has been debunked.<br /><br />My conclusion from this information is that this movie is either a poor attempt to indoctrinate people or a joke. Either way, I suggest that you do not waste your time.<br /><br />If you are looking for a long winded movie about science that could provoke thoughts, you might consider Mindwalk (1990).",negative
"Excellent documentary, ostensibly about the friendship and subsequent rivalry between two West Coast retro rock'n'roll bands: The Dandy Warhols and the Brian Jonestown Massacre. What it actually turns out to be is a portrait of a borderline psychopath - Anton Newcomb - and his tortured relationship with the rest of the world. Interestingly, for a music documentary, there is hardly any music. What there is - snatches of songs, more often than not aborted by the performers - is incidental rather than central. Although the protagonists are musicians, the story is not about music but rather about a particularly American version of a British myth of a cartoon lifestyle, ie, one where nobody has to take responsibility for behaving like spoiled adolescents on a full-time basis. Tantrums, drugs, violence, grossly dysfunctional attitudes, egomania on a truly epic scale - all of this is excused or positively encouraged because it conforms to some collectively held idea about what rock'n'roll is about. As a film this is a first-class documentary but it raises more questions than it answers. For example, why is Anton's music so conservative? For someone so wild and outrageous (and he IS wild and outrageous) his music never seems to have progressed beyond the most obvious derivations of his 60s idols (The Stones, Velvets etc.) For someone who claims to be able to play 80 instruments he has never bothered to learn to play any one of them beyond the most rudimentary level. Similarly, the Dandy Warhols burning ambition is based on a vision of rock'n'roll which is astonishingly fossilised in 1969. Nothing wrong with pastiches, of course, but surely there's more to musical life than perpetually acting out a cartoon from the late 60s. Why don't they take some risks with their music - in the way that their role models did? Because, one suspects, this is not about music. Music is just an accessory, a prop, or an excuse, to lead completely dysfunctional and irresponsible lives. But why? In the Dandy Warhols case, the answer is obvious: to make lots of money and be famous. Big deal. Anton Newcomb's case is more interesting. He is obviously very talented, but every time he is given an opportunity to reach a wider audience he sabotages it, usually in the most dramatic way possible. He is terrified of success, and at the same time, deeply resents anyone else who has it - especially his former friends the Dandy Warhols. Fascinating movie. Highly recommended.",positive
"It's impossible to make a film based on such a book as the ""Brothers Karamzov"" by F.M. Dostojevsky.<br /><br />Richard Brooks is a great director, but that film is on a very low level.<br /><br />The worst part of the film was the ending. Well, let's think of the book. In the end we have the ""guilty"" Dimitrij Karamazov. Afterwards they sent him to Siberia. In the end, the famous epilogues of Dostojevsky, the friends and family making a plan to save him. But that's it ... a nd now the film takes two steps more and shows us an illusion ending of the escape of Dimitry and Gruschenka(I think). just from the moral point I'm sure that Dostojevsky would finish the book with an open end because one the one hand he is not guilty(Smerdjakov is the real murderer) and so he have to be a free man. But on the other hand he goes to his father to kill him, so he has decided to commit the crime... that's a moral dilemma and so the following point is an open end...well, for real ,it's just not full open.<br /><br />William Shatner as Aljoscha Karamazov... I'm sorry! --> NO!!!<br /><br />The others characters playing in a good performance as we have to expect it from such great actors ... In front of course a superb performance of Yul Breynner as Dimitrij. I think that there are not many actors who can play this part in a better way.<br /><br />But as I said in the beginning: This book is unadaptable. It never should be film in two hours that's impossible. I think that there are some 'longer films, so maybe they could do the right thing... But I just keep the opinion that this book can't be adapted.<br /><br />So - 3 points:<br /><br />A point for the great director Richard Brooks <br /><br />A point for a superb performance of Yul Brynner<br /><br />Finally: A point for one of the greatest writers of all time: Dostojevsky",negative
"The filmmakers apparently had enough money to be able to afford decent makeup effects, but not enough for a creature that would move around and attack convincingly. We never get a chance to see the ""monster"" move from one place to another - whenever that happens (supposedly), the camera focuses on the ""terrified"" reactions of the humans that are nearby. And when a man is attacked by it, he simply seems to be holding an inanimate object against himself so that it won't fall to the ground. This is still not the worst ""Alien"" rip-off around (the two ""Xtro"" films are even worse, for example); it's actually sufficiently entertaining if you've got 68 (!!) minutes to spare. (*1/2)",negative
"It is OK movie if it would be done by high school kids for their friends. It is way below limits be called ""professional"". There isn't plot, no actors' play and visual looks like you see it through the plastic film. I was so glad that I have FF button on my remote, 32x worked really well. I understand that everyone need to start somewhere, but it shouldn't be reason to bring it to the public. If you have concerns about quality and budget - ""Open water"" was made on $60000 and more than half went to the guy who provided the security in the ocean and trained sharks. And that movie looks 100 times more professional and it was an event in the indy film-making.",negative
